nucleus,,energy_level,half_life,,spin,magnetic_dipole_moment,,electric_quadrupole_moment,Recommended
,,,,,,,,+2.48(4),R
70 Yb 167,,0,17.5 m,,5/2-,+0.623(8),,,
,,,,,,,,+2.70(4),R
70 Yb 169,,0,32.0 d,,7/2+,-0.635(8),,,
,,,,,,-0.633(16),,,
,,,,,,,,+3.54(6),R
,,,,,,,,+3.52(7),
,,24,46 s,,1/2-,+0.507(8),,,
70 Yb 170,,84,1.57 ns,,2+,+0.674(8),,,
,,,,,,,,-2.18(3),R
,,,,,,,,2.1(4),
,,gs band,,,<12+, x 10*3 = -0.5(15),,,
,,gs band,,,<18+, x 10*3 = -2.4(15),,,
70 Yb 171,,0,stable,,1/2-,+0.49367(1),,,
,,,,,,+0.4949(4),,,
,,67,0.81 ns,,3/2-,0.350(2),,,
,,,,,,,,-2.34(7),R
,,,,,,,,1.6(3),
,,76,1.64 ns,,5/2-,+1.015(5),,,
,,,,,,,,-2.22(7),R
,,,,,,,,2.2(4),
,,231,(est 136 ps),,7/2-,0.83(5),,,
,,247,(est 135 ps),,9/2-,1.53(7),,,
,,487,(est 21 ps),,11/2-,1.54(8),,,
,,509,(est 21 ps),,13/2-,2.31(12),,,
,,833,(est 5.1 ps),,15/2-,2.10(14),,,
,,860,(est 5.1 ps),,17/2-,2.83(15),,,
,,1263,(est 1.8 ps),,19/2,2.5(3),,,
,,1293,(est 1.8 ps),,21/2,3.0(3),,,
70 Yb 172,,79,1.80 ns,,2+,+0.669(16),,,
,,,,,,,,-2.22(4),R
,,,,,,,,2.2(4),
,,260,0.122 ns,,4+,+1.37(5),,,
,,,,,,,,-2.3(12),R
,,1172,7.8 ns,,3+,+0.65(4),,,
,,,,,,,,-2.9(3),R
,,,,,,,,-3.0(3),
,,1757,,,(1-),,,-3.44(10),R
,,1822,,,(3-),,,+1.97(10),R
70 Yb 173,,0,stable,,5/2-,-0.648(3),,,
,,,,,,-0.67989(3),,,
,,,,,,0.68002(3),,,
,,,,,,,,+2.80(4),R
,,79,44 ps,,7/2-,-0.20(7),,,
,,179,24 ps,,9/2-,+0.3(4),,,
,,351,471 ps,,7/2+,-0.5(5),,,
70 Yb 174,,77,1.79 ns,,2+,+0.676(8),,,
,,,,,,,,-2.18(5),R
,,,,,,,,2.1(3),
,,253,144 ps,,4+,,,-1.8(12),R
,,gs band,< 12+,,, x 10*3 = +0.3(15),,,
,,gs band,<16+,,, x 10*3 = -1.3(10),,,
70 Yb 175,,0,4.18 d,,7/2-,0.768(8),,,
,,,,,,0.58(8),,,
,,,,,,0.40(5),,,
,,,,,,,,+3.52(5),R
70 Yb  176,,82,1.8 ns,,2+,+0.68(3),,,
,,,,,,,,-2.28(6),R
,,,,,,,,2.2(4),
,,272,0.11 ns,,4+,,,-0.9(12),R
,,1050,11.4 s,,8-,-0.151(15),,,
,,,,,,,,+5.30(8),R
70 Yb  177,,0,1.91 h,,9/2+,-0.695(15),,,
,,,,,,,,+4.03(6),R
,,331.5,6.41 s,,1/2-,+0.151(15),,,
71 Lu 161,,0,77 s,,1/2+,+0.223(3),,,
71 Lu 162,,0,1.37 m,,1-,+0.0553(11),,,
,,,,,,,,+0.519(8),R
71 Lu 163,,0,238 s,,1/2+,+0.0769(10),,,
71 Lu 164,,0,3.14 m,,1-,+0.0591(11),,,
,,,,,,,,+0.608(7),R
71 Lu 165,,0,10.74 m,,1/2+,-0.0245(3),,,
71 Lu 166,,0,2.65 m,,6-,+2.912(12),,,
,,,,,,,,+4.33(4),R
,,34,1.41 m,,3-,+0.189(5),,,
,,,,,,,,+2.72(2),R
71 Lu 167,,0,51.5 m,,7/2+,+2.325(4),,,
,,,,,,,,+3.28(2),R
,,x,>60 s,,1/2+,-0.0999(13),,,
71 Lu 168,,0,5.5 m,,6-,+3.02(3),,,
,,,,,,,,+4.77(6),R
,,220,6.7 m,,3+,+1.221(5),,,
,,,,,,,,+2.43(2),R
71 Lu 169,,0,34.1 h,,7/2+,2.295(4),,,
,,,,,,2.297(13),,,
,,,,,,,,3.48(3),R
,,,,,,,,3.42(12),
71 Lu 171,,0,8.24 d,,7/2+,+2.293(4),,,
,,,,,,2.305(12),,,
,,,,,,2.03(10),,,
,,,,,,,,+3.53(3),R
,,,,,,,,3.38(4),
,,71,79 s,,1/2-,+0.585(7),,,
71 Lu 172,,0,6.70 d,,4-,+2.900(10),,,
,,,,,,2.893(15),,,
,,,,,,2.25(10),,,
,,,,,,,,+3.80(4),R
,,,,,,,,3.79(6),
,,42,3.7 m,,1-,+1.98(4),,,
,,,,,,,,+0.76(3),R
71 Lu 173,,0,1.37 y,,7/2+,+2.281(2),,,
,,,,,,2.280(12),,,
,,,,,,2.34(9),,,
,,,,,,,,+3.53(2),R
,,,,,,,,3.56(4),
71 Lu 174,,0,3.3 y,,1-,+1.988(5),,,
,,,,,,1.9(3),,,
,,,,,,,,+0.773(5),R
,,171,142 d,,6-,+1.492(16),,,
,,,,,,1.497(10),,,
,,,,,,,,+4.80(5),R
71 Lu 175,,0,stable,,7/2+,+2.2323(11),,,
,,,,,,+2.2327(11),,,
,,,,,,+2.23799(6),,,
,,,,,,,,+3.49(2) a,R
,,,,,,,,3.62(9) a,
,,114,100 ps,,9/2+,+2.01(15),,,
,,251,42 ps,,11/2+,+2.0(7),,,
71 Lu 176,,0,3.6x10*10 y,,7-,+3.162(12),,,
,,,,,,+3.169(5),,,
,,,,,,,,+4.92(5),R
,,,,,,,,+4.92(3),
,,,,,,,,+4.97(3),
,,,,,,,,5.07(7) a,
,,127,3.68 h,,1-,+0.311(7),,,
,,,,,,+0.3185(6),,,
,,,,,,+0.318(3),,,
,,,,,,,,-1.450(12),R
,,,,,,,,-1.47(1),
71 Lu 177,,0,6.71 d,,7/2+,+2.239(7),,,
,,,,,,+2.239(11),,,
,,,,,,+2.2384(14),,,
,,,,,,,,+3.39(3),R
,,,,,,,,+3.39(2),
,,122,116 ps,,9/2+,+2.2(8),,,
,,150,120 ns,,9/2-,+5.5(3),,,
,,970,160 d,,23/2,+2.308(11),,,
,,,,,,2.337(13),,,
,,,,,,2.93(7),,,
,,,,,,,,+5.71(5),R
,,,,,,,,5.2(5),
,,,,,,,,4.2(7),
71 Lu 178,,0,28.4 m,,1+,-1.377(9),,,
,,,,,,,,+0.708(10),R
,,120,23.1 m,,9-,+4.834(9),,,
,,,,,,,,+5.39(5),R
71 Lu 179,,0,4.59 h,,7/2+,+2.375(12),,,
,,,,,,,,+3.32(3),R
72 Hf 162,,>yrast,_,,_,g(avge) = +0.21(4),,,
72 Hf 163,,>yrast,_,,_,g(avge) = +0.18(6),,,
72 Hf 164,,>yrast,_,,_,g(avge) = +0.23(3),,,
72 Hf 165,,> yrast,_,,_,g(avge) = +0.14(3),,,
72 Hf 166,,> yrast,_,,_,g(avge) = +0.19(4),,,
72 Hf 168,,124,1.24 ps,,2+,0.34(6),,,
,,>1213,~ 1 ps,,>6+,g(avge) = +0.07(4),,,
72 Hf 170,,100,1.21 ns,,2+,0.56(10),,,
72 Hf 171,,0,12.1 h,,7/2+,-0.674(12),,,
,,,,,,,,+3.46(3),R
,,22,29.5 s,,1/2-,+0.526(16),,,
72 Hf 172,,95,1.28 ns,,2+,0.50(10),,,
,,>1037,~0.5 ps,,>6+,g(avge) = +0.14(4),,,
,,1685,4.8 ns,,(6+),+5.6(6),,,
,,2006,163 ns,,(8-),+7.96(7),,,
72 Hf 173,,0,23.6 h,,1/2-,+0.502(7),,,
,,1984,19.5 ns,,23/2-,+6.6(2),,,
72 Hf 174,,1549,138 ns,,(6+),+5.42(5),,,
72 Hf 175,,0,70 d,,5/2-,-0.677(9),,,
,,,,,,-0.62(3),,,
,,,,,,0.54(3),,,
,,,,,,0.58(3),,,
,,,,,,,,+2.72(2),R
,,,,,,,,+2.6(2),
,,,,,,,,+2.8(4),
72 Hf 176,,88,1.47 ns,,2+,+0.63(6),,,
,,,,,,+0.54(4),,,
,,,,,,,,-2.10(2) a,R
,,219,87.9 ps,,4+,+1.34(15),,,
72 Hf 177,,0,stable,,7/2-,+0.7935(6),,,
,,,,,,,,+3.37(3) a,R
,,,,,,,,+3.36(3),
,,113,530 ps,,9/2-,+1.03(3) d,,,
,,,583 ps,,9/2-,+0.91(2),,,
,,,490 ps,,9/2-,+1.08(4),,,
,,,,,,,,1.30(2) a,R
,,250,97 ps,,11/2-,+1.5(5),,,
,,321,0.67(2) ns,,9/2+,-0.73(9),,,
72 Hf 178,,93,1.47 ns,,2+,+0.48(3),,,
,,,,,,+0.60(4),,,
,,,,,,,,-2.02(2) a,R
,,1147,4 s,,8-,+3.10(1),,,
,,,,,,,,+4.99(4),R
,,1554,77 ns,,6+,+5.84(5),,,
,,,,,,+5.89(9),,,
,,2446,31 y,,16+,+8.16(4),,,
,,,,,,,,+6.00(7),R
72 Hf 179,,0,stable,,9/2+,-0.6409(13),,,
,,,,,,,,+3.79(3) a,
,,,,,,,,+3.93(5) a,
,,,,,,,,+5.3(5),
,,123,37 ps,,11/2+,,,1.88(3) a,
,,1106,25.1 d,,25/2-,7.4(3),,,
72 Hf 180,,93,1.53 ns,,2+,+0.61(3),,,
,,,,,,+0.51(8),,,
,,,,,,+0.53(3),,,
,,,,,,+0.77(7),,,
,,,,,,,,-2.00(2) a,R
,,309,75.3 ps,,4+,+1.4(2),,,
,,,,,,+2.0(4),,,
,,641,9.0 ps,,6+,+2.0(4),,,
,,1142,5.5 h,,8-,+8.7(10),,,
,,,,,,9.0(9),,,
,,,,,,,,+4.6(3),R
73 Ta 169,,"170+x, 220","44, 54 ns",,"5/2-, 9/2-",,,Q(5/2-)/Q(9/2-) = 1.87(13),
73 Ta 171,,184,45 ns,,9/2-,,,+2.81(17),R
,,,,,,,,+3.1(2),
73 Ta 173,,0,3.14 h,,5/2-,1.70(3),,,
,,,,,,,,-1.8(2),R
,,,,,,,,-1.9(2),
,,166,225 ns,,9/2-,+2.66(8),,,
,,1713,~ 100 ns,,21/2-,+6.51(16),,,
73 Ta 175,,0,10.5 h,,7/2+,2.27(5),,,
,,,,,,2.27(5),,,
,,,,,,,,+3.5(3),R
,,,,,,,,+3.6(4),
73 Ta 177,,0,56.6 h,,7/2+,2.25(5),,,
,,,,,,2.25(5),,,
,,70,73 ns,,5/2+,+4.8(5),,,
,,186,2.78 s,,5/2-,+2.05(13),,,
,,1355,5.0 s,,21/2-,+0.080(14),,,
73 Ta 178,,0 + x,9.3 m,,1+,2.740(12),,,
,,,,,,+2.8(2),,,
,,,,,,,,+0.63(6),R
,,,,,,,,+0.65(6),
73 Ta 179,,0,1.82 y,,7/2+,+2.289(9),,,
,,,,,,,,+3.27(4),R
,,,,,,,,+3.37(4),
73 Ta 180,,75,>1.2x10*15y,,9-,+4.825(11),,,
,,,,,,4.77(5),,,
,,,,,,,,+4.80(3),R
,,,,,,,,+4.95(2),
73 Ta 181,,0,stable,,7/2+,+2.3705(7),,,
,,,,,,,,+3.17(2) a,R
,,,,,,,,+3.28(6) a,
,,,,,,,,+3.35(2) a,
,,,,,,,,+3.35(11) a,
,,,,,,,,+3.30(6) a,
,,,,,,,,3.18(3) a,
,,,,,,,,3.44(6) a,
,,6,6.05 s,,9/2-,+5.28(9),,,
,,,,,,+5.47(2),,,
,,,,,,+5.3(2),,,
,,,,,,,,+3.59(2),R
,,,,,,,,+3.71(7),
,,136,40 ps,,9/2+,+2.6(7),,,
,,,,,,1.22(18),,,
,,482,10.8 ns,,5/2+,+3.29(3),,,
,,,,,,,,+2.28(2),R
,,,,,,,,+2.35(6),
,,717,3.0 ps,,15/2+,+2(2),,,
,,965,1.93 ps,,17/2+,+4(2),,,
,,1239,1.12.ps,,19/2+,+4(5),,,
73 Ta 182,,0,115 d,,3-,3.02(3),,,
,,,,,,+3.02(6),,,
,,,,,,,,+2.6(3),R
73 Ta 183,,0,5.1 d,,7/2+,+2.36(3),,,
74 W 168,,199,213 ps,,2+,+0.50(10),,,
,,562,12 ps,,4+,+1.4(8),,,
,,2272,61 ps,,12+,-2.5(8),,,
74 W 175,,235,216 ns,,7/2+,-0.65(2),,,
74 W 176,,3746,41 ns,,14+,+6.7(2),,,
,,,,,,,,6.0(8),R
74 W 179,,3348,750 ns,,35/2-,,,+3.9(10),R
,,,,,,,,2.3<Q<8.0,
,,,,,,,,<7,
74 W 180,,104,1.22 ns,,2+,0.51(3),,,
,,,,,,,,-2.1(4),R
74 W 182,,100,1.37 ns,,2+,0.52(2),,,
,,,,,,+0.528(12),,,
,,,,,,,,-2.1(4),R
,,329,64 ps,,4+,+0.9(2),,,
,,1289,1.12 ns,,2-,+1.7(2),,,
,,1374,78 ps,,3-,1.0(3),,,
,,,,,,2.2(3),,,
74 W 183,,0,stable,,1/2-,+0.11778476(9),,,
,,47,184 ps,,3/2-,-0.1(1),,,
,,,,,,,,-1.8(4),R
,,99,0.71 ns,,5/2-,+0.91(4),,,
,,,,,,,,-2.0(3),R
,,207,_,,7/2-,0.4(2),,,
,,309,_,,9/2-,1.53(14),,,
,,475,_,,11/2-,1.1(2),,,
,,551,_,,9/2-,2.2(9),,,
,,631,10 ps,,13/2-,2.6(3),,,
,,1062,3.0 ps,,17/2-,2.6(7),,,
74 W 184,,111,1.25 ns,,2+,+0.578(14),,,
,,,,,,+0.576(14),,,
,,,,,,,,-1.9(2),R
,,364,46 ps,,4+,+1.17(9),,,
,,748,5.5 ps,,6+,+1.9(2),,,
,,,,,,+1.8(3),,,
,,904,1.73 ps,,2+,+0.24(8),,,
,,,,,,,,+0.1(4),R
,,1252,1.32 ps,,8+,+2.9(6),,,
74 W 185,,0,75.1 d,,3/2-,+0.543(14),,,
74 W 186,,123,1.05 ns,,2+,0.62(3),,,
,,,,,,+0.62(2),,,
,,,,,,,,-1.6(3),R
,,396,36 ps,,4+,+1.28(10),,,
,,,,,,,,-2.6(13),R
,,737,4.4 ps,,2+,+0.39(8),,,
,,,,,,,,1.3(3),R
,,,,,,,,+1.3(3),
,,,,,,,,0.7(4),
,,809,3.5 ps,,6+,+1.9(4),,,
74 W 187,,0,23.9 h,,3/2-,0.621(15),,,
75 Re 179,,0,19.7 m,,(5/2)+,2.8(4),,,
75 Re 180,,0,2.4 m,,(1)-,1.6(2),,,
75 Re 181,,0,19.9 h,,5/2+,3.19(7),,,
,,357,76 ns,,5/2-,+2.03(10),,,
75 Re 182,,0,64.0 h,,7+,2.84(6),,,
,,,,,,2.83(6),,,
,,,,,,,,+4.1(3),R
,,0 + x,12.7 h,,2+,3.26(10),,,
,,,,,,3.2(3),,,
,,,,,,,,+1.8(2),R
,,236,570 ns,,2-,+2.15(8),,,
,,2256,82 ns,,16-,+3.82(13),,,
75 Re 183,,0,70.0 d,,5/2+,3.168(15),,,
,,,,,,+3.160(13),,,
,,,,,,,,+2.3(2),R
,,,,,,,,+2.1(2),
,,497,7 ns,,9/2-,+5.14(11),,,
,,,,,,,,+3.7(3),R
75 Re 184,,0,38.0 d,,3-,+2.53(5),,,
,,,,,,,,+2.8(2),R
,,,,,,,,+2.9(2),
,,,,,,,,+3.1(3),
,,188,169 d,,8+,+2.88(10),,,
75 Re 185,,0,stable,,5/2+,+3.1871(3),,,
,,,,,,,,+2.18(2) a,R
,,,,,,,,2.21(4) a,
,,,,,,,,2.19(2),
,,125,10.2 ps,,7/2+,+2.1(8),,,
75 Re 186,,0,90.6 h,,1-,+1.739(6),,,
,,,,,,,,+0.618(6),R
,,,,,,,,+0.60(6),
,,,,,,,,+0.54(9),
,,314,23.1 ns,,3+,+2.18(6),,,
,,330,17.8 ns,,5+,+4.62(11),,,
75 Re 187,,0,4 x 10*10 y,,5/2+,+3.2197(3),,,
,,,,,,,,+2.07(2) a,R
,,,,,,,,2.09(4) a,
,,134,9.9 ps,,7/2+,+1.9(9),,,
,,206,555 ns,,9/2-,+5.11(9),,,
,,,,,,+5.02(5),,,
,,,,,,,,3.04(5),R
,,,,,,,,3.3(7),
75 Re 188,,0,16.9 h,,1-,+1.788(5),,,
,,,,,,,,+0.572(6),R
,,,,,,,,+0.36(16),
76 Os 182,,7049,150 ns,,25+,+10.6(2),,,
,,,,,,,,4.2(2),R
76 Os 183,,0,13.0 h,,9/2+,-0.794(14),,,
,,,,,,,,+3.1(3),R
76 Os 184,,120,1.18 ns,,2+,,,-2.7(12),R
,,,,,,,,-2.4(11),
76 Os 186,,137,830 ps,,2+,+0.56(2),,,
,,,,,,+0.52(3),,,
,,,,,,,,-1.63(4) a,R
,,,,,,,,-1.61(5),
,,,,,,,,-1.2(2),
,,1775,10.4 ns,,7-,-0.22(14),,,
76 Os 187,,0,stable,,1/2-,+0.06465189(6),,,
,,,,,,+0.0665(6),,,
76 Os 188,,155,710 ps,,2+,+0.58(2),,,
,,,,,,0.61(3),,,
,,,,,,+0.60(3),,,
,,,,,,,,-1.46(4) a,R
,,,,,,,,-1.33(10),
,,,,,,,,-1.2(3),
,,478,19 ps,,4+,+1.43(14),,,
,,633,6.3 ps,,2+,+0.78(7),,,
,,,,,,,,+1.0(3),R
,,940,2.3 ps,,6+,+2.5(4),,,
,,966,5.2 ps,,4+,+1.6(5),,,
,,1771,13.9 ps,,7-,-0.17(11),,,
,,2121,,,(3-),,,1.69(9) a,R
76 Os 189,,0,stable,,3/2-,+0.659933(4),,,
,,,,,,,,+0.98(6),
,,,,,,,,+0.86(3),R
,,36,0.50 ns,,1/2-,+0.23(3),,,
,,70,1.63 ns,,5/2-,+0.988(6),,,
,,,,,,,,-0.63(2),R
,,95,0.23 ns,,3/2-,-0.32(5),,,
76 Os 190,,187,366 ps,,2+,+0.69(3),,,
,,,,,,+0.70(2),,,
,,,,,,,,-1.18(3) a,R
,,,,,,,,-1.26(8),
,,,,,,,,1.00(10),
,,,,,,,,-1.0(3),
,,548,14 ps,,4+,+1.6(2),,,
,,558,12.5 ps,,2+,+0.69(9),,,
,,,,,,,,+0.8(5),R
,,,,,,,,+0.9(4),
,,1705,9.9 m,,10-,"-0.56(+8,-12)",,,
76 Os 191,,0,15.4 d,,9/2-,+0.96(3),,,
,,,,,,,,+2.5(2),R
76 Os 192,,206,289 ps,,2+,+0.79(2),,,
,,,,,,,,-0.96(3) a,R
,,,,,,,,-0.8(2),
,,,,,,,,-0.60(13),
,,,,,,,,-0.9(2),
,,489,30.1 ps,,2+,+0.58(4),,,
,,,,,,,,-0.8(3),
,,580,13.4 ps,,4+,+1.56(12),,,
,,910,18 ps,,4+,+1.7(4),,,
76 Os 193,,0,30.5 h,,3/2-,0.730(2),,,
,,,,,,+0.75(3),,,
,,,,,,0.78(7),,,
,,,,,,,,+0.48(6),R
,,,,,,,,+0.47(6),
77 Ir 180,,0,1.5 m,,unknown,2.2(2) [I=3],,,
,,,,,,2.39(13) [I=4],,,
,,,,,,2.5(2) [I=5],,,
,,,,,,2.6(2) [I=6],,,
,,,,,,2.6(2) [I=7],,,
77 Ir 182,,0,15 m,,3+,+2.6(2),,,
,,,,,,2.10(9),,,
,,,,,,,,-1.7(6) st,R
77 Ir 183,,0,55 m,,5/2-,+2.40(8),,,
,,,,,,2.36(8),,,
,,,,,,2.2(6),,,
,,,,,,,,-1.8(7) st,R
77 Ir 184,,0,3.14 h,,5-,0.696(5),,,
,,,,,,+0.72(3),,,
,,,,,,0.8(2),,,
,,,,,,,,+2.41(3),R
,,,,,,,,+2.5(4) st,
,,,,,,,,+2.0(3),
,,,,,,,,+2.1(4),
77 Ir 185,,0,14.4 h,,5/2-,2.605(13),,,
,,,,,,2.601(14),,,
,,,,,,2.59(7),,,
,,,,,,2.5(2),,,
,,,,,,2.6(2),,,
,,,,,,,,-1.84(12),
,,,,,,,,-2.06(14),
,,,,,,,,-1.7(6) st,
,,,,,,,,-1.9(3),
,,,,,,,,-2.5(3),
,,,,,,,,-1.9(3),
77 Ir 186,,0,16.64 h,,5+,3.88(5),,,
,,,,,,+3.8(2),,,
,,,,,,"3.80(+12,-2)",,,
,,,,,,3.78(5),,,
,,,,,,,,-2.55(3),R
,,,,,,,,-2.6(9) st,
,,,,,,,,-2.5(2),
,,,,,,,,-2.3(2),
,,,,,,,,-2.89(10),
,,x,,,2-,0.638(8),,,
,,,,,,-0.66(3),,,
,,,,,,,,+1.46(2),R
,,,,,,,,+1.5(2),
77 Ir 187,,0,10.5 h,,3/2+,+0.17(1),,,
,,,,,,,,+0.941(11),R
,,,,,,,,+0.9(1) st,
,,434,152 ns,,11/2-,+6.21(5),,,
,,,,,,,,2.33(14),R
77 Ir 188,,0,40.5 h,,1-,0.302(10),,,
,,,,,,+0.33(1),,,
,,,,,,,,+0.484(6),R
,,,,,,,,+0.54(2),
,,,,,,,,+0.49(3),
,,,,,,,,+0.46(5) st,
77 Ir 189,,0,13.1 d,,3/2+,+0.147(7),,,
,,,,,,"0.13(+8,-4)",,,
,,,,,,,,[+0.878(10)],
,,,,,,,,+0.82(8),R
,,,,,,,,+0.85(7) st,
,,,,,,,,+0.79(6),
,,,,,,,,+1.0(2),
77 Ir 190,,0,11.8 d,,(4)+,0.04(1),,,
,,,,,,,,+2.87(16),R
,,,,,,,,+2.85(14),
,,,,,,,,+2.7(2),
77 Ir 191,,0,stable,,3/2+,+0.1507(6),,,
,,,,,,+0.1461(6),,,
,,,,,,+0.152(4),,,
,,,,,,,,+0.816(9) a,R
,,,,,,,,+0.82(8) st,
,,,,,,,,+0.8(2) st,
,,82,3.8 ns,,1/2+,+0.600(6),,,
,,129,123 ps,,5/2+,+0.81(6),,,
,,,,,,+0.86(6),,,
,,,,,,+0.45(2),,,
,,,,,,+0.48(4),,,
,,171,4.9 s,,11/2-,6.03(4),,,
,,179,39 ps,,3/2+,+1.4(4),,,
,,343,20 ps,,7/2+,+1.40(6),,,
,,,,,,+1.35(11),,,
,,,,,,+1.7(3),,,
,,503,9.6 ps,,9/2+,+2.4(2),,,
,,,,,,+3.1(11),,,
,,686,2.7 ps,,7/2+,+0.8(3),,,
,,,,,,+0.5(7),,,
,,832,2.8 ps,,11/2+,+3.4(9),,,
77 Ir 192,,0,74.2 d,,4-,1.924(10),,,
,,,,,,,,+2.15(6),R
,,,,,,,,+2.28(6),
,,,,,,,,+2.0(2),
,,,,,,,,+2.4(1),
77 Ir 193,,0,stable,,3/2+,+0.1637(6),,,
,,,,,,+0.1591(6),,,
,,,,,,+0.168(8),,,
,,,,,,,,+0.751(9) a,R
,,,,,,,,+0.73(7) st,
,,,,,,,,+0.7(2) st,
,,73,6.2 ns,,1/2+,+0.519(2),,,
,,139,88 ps,,5/2+,+0.89(4),,,
,,,,,,+0.93(5),,,
,,,,,,+0.53(3),,,
,,180,55 ps,,3/2+,+1.1(4),,,
,,358,19.8 ps,,7/2+,+1.54(6),,,
,,,,,,+1.55(6),,,
,,,,,,+1.7(3),,,
,,522,12.7 ps,,9/2+,+2.2((2),,,
,,,,,,+3.8(11),,,
,,621,4.6 ps,,7/2+,+1.16(14),,,
,,,,,,+0.5(4),,,
,,857,5.1 ps,,11/2+,+2.7(7),,,
77 Ir 194,,0,19.4 h,,1-,0.39(1),,,
,,,,,,,,+0.339(12),R
78 Pt 179,,0,21.2 s,,1/2-,+0.43(3),,,
78 Pt 180,,153,370 ps,,2+,0.70(16),,,
,,,,,,0.64(12),,,
,,411,52 ps,,4+,1.6(6),,,
,,-,-,,6+ to 10+,g(avge) = +0.40(8),,,
78 Pt 181,,0,51 s,,1/2-,+0.48(2),,,
78 Pt 182,,155,-,,2+,0.46(8),,,
,,420,-,,4+,1.7(8),,,
,,-,-,,6+ to 12+,g(avge) = +0.36(5),,,
78 Pt 183,,0,6.5 m,,1/2-,+0.502(5),,,
,,,,,,+0.51(3),,,
,,,,,,+0.52(3),,,
,,35,43 s,,7/2-,+0.782(14),,,
,,,,,,0.96(8),,,
,,,,,,1.03(8),,,
,,,,,,,,+3.4(3) st,R
78 Pt 184,,163,376 ps,,2+,+0.56(6),,,
,,436,25 ps,,4+,1.3(7),,,
,,-,-,,6+ to 14+,g(avge) = +0.37(5),,,
78 Pt 185,,0,70.9 m,,9/2+,-0.723(11),,,
,,,,,,0.774(14),,,
,,,,,,-0.83(1),,,
,,,,,,,,+3.73(17) st,R
,,,,,,,,+4.3(5),
,,,,,,,,3.4(5),
,,,,,,,,+4.4(3),
,,,,,,,,+4.5(1),
,,103,33 m,,1/2-,+0.503(5),,,
,,,,,,+0.540(9),,,
78 Pt 186,,192,260 ps,,2+,+0.54(6),,,
78 Pt 187,,0,2.35 h,,3/2-,0.408(8),,,
,,,,,,-0.399(8),,,
,,,,,,-0.43(2),,,
,,,,,,,,-1.02(4),R
,,,,,,,,-0.98(5) st,
,,,,,,,,-1.13(5),
,,,,,,,,-1.3(3),
,,,,,,,,-1.00(7) st,
78 Pt 188,,266,64 ps,,2+,+0.58(8),,,
78 Pt 189,,0,10.9 h,,3/2-,-0.422(7),,,
,,,,,,-0.440(8),,,
,,,,,,0.439(9),,,
,,,,,,0.433(9),,,
,,,,,,0.42(3),,,
,,,,,,,,-0.87(8) st,
,,,,,,,,-0.95(4),R
,,,,,,,,-1.03(5),
,,,,,,,,-1.21(6),
,,,,,,,,-1.27(3),
,,,,,,,,-1.1(2) st,
78 Pt 190,,296,60 ps,,2+,+0.57(3),,,
,,1631,0.79 ns,,7-,+4.3(6),,,
,,2297,48 ns,,10-,-0.02(4),,,
,,,,,,+0.09(8),,,
,,2727,1.4 ns,,12+,-2.0(14),,,
78 Pt 191,,0,2.9 d,,3/2-,-0.501(5),,,
,,,,,,-0.494(8),,,
,,,,,,0.500(10),,,
,,,,,,0.499(10),,,
,,,,,,0.506(11),,,
,,,,,,"-0.46(+14,-4)",,,
,,,,,,,,-0.78(10) st,
,,,,,,,,-0.87(4),R
,,,,,,,,-0.98(5),
,,,,,,,,-0.78(10) st,
78 Pt 192,,317,43.7 ps,,2+,+0.57(3),,,
,,,,,,+0.64(3),,,
,,,,,,+0.60(2),,,
,,,,,,+0.57(4),,,
,,,,,,,,+0.6(2),R
,,,,,,,,+0.62(6),
,,612,26.5 ps,,2+,+0.56(9),,,
,,,,,,+0.72(14),,,
,,785,4.2 ps,,4+,+1.12(12),,,
,,,,,,1.6(11),,,
,,1518,1.85 ns,,7-,+3.4(8),,,
,,2172,280 ns,,10-,-0.012(10),,,
,,,,,,0.10(6),,,
,,2624,2.6 ns,,12-,-2.2(11),,,
78 Pt 193,,0,50 y,,1/2-,+0.603(8),,,
,,150,4.3 d,,13/2+,-0.753(15),,,
78 Pt 194,,328,41.8 ps,,2+,+0.60(3),,,
,,,,,,+0.59(4),,,
,,,,,,+0.406(12),,,
,,,,,,+0.60(3),,,
,,,,,,,,+0.48(14),R
,,,,,,,,0.1(2),
,,,,,,,,+0.63(6),
,,622,35 ps,,2+,+0.56(11),,,
,,,,,,+0.69(6),,,
,,,,,,,,-0.5(5),
,,811,3.7 ps,,4+,+1.12(12),,,
,,,,,,,,+0.5(10),
,,1485,3.45 ns,,7-,+1.8(6),,,
,,2438,6.4 ns,,[12+],-2.0(8),,,
78 Pt 195,,0,stable,,1/2-,+0.60952(6),,,
,,99,0.17 ns,,3/2-,-0.62(6),,,
,,130,0.62 ns,,5/2-,+0.90(6),,,
,,211,49 ps,,3/2-,+0.16(3),,,
,,239,70 ps,,5/2-,+0.64(9),,,
,,,,,,+0.52(5),,,
,,259,4.02 d,,13/2+,0.606(15),,,
,,,,,,,,+1.4(6),R
,,389,9 ps,,5/2-,+0.39(10),,,
,,455,>10 ps,,5/2-,+1.6(6),,,
,,508,9.7 ps,,7/2-,+0.55(8),,,
,,544,>2.8 ps,,5/2-,+1.5(4),,,
,,563,14 ps,,9/2-,+1.55(12),,,
,,613,6 ps,,7/2-,+1.4(4),,,
,,667,(16 ps),,9/2-,+1.52(16),,,
,,679,>2.8 ps,,7/2-,+1.2(3),,,
